 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028
 ,08.818,"Hazardous Materials Testing, Environmental Soils Sampling","4,000.00",0.00,"4,000.00",0.00,"4,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239.28,609.06,608.92,607.16,594.84,544.16,421.46,246.32,98.80,25.51,4.07,0.39,0.02,0.00,0.00,0.00,0.00,0.00,0.01
 ,08.819,Off-Site Environment Mitigation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.820,Parking Impact Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","25,000.00",0.00,"25,000.00",0.00,"25,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","2,348.48","1,515.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.823,As-Built Building Survey/Documentation of Existing Conditions,"6,000.00","3,000.00","6,000.00",0.00,"6,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563.64,563.64,563.64,563.64,563.64,563.64,563.64,563.64,563.64,563.64,363.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.04)
 ,08.824,"Building Commissioning Costs, Fundamental and Enhanced","135,000.00",0.00,"135,000.00",0.00,"135,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","7,227.98","4,896.37",0.00,0.00,(0.01)
 ,08.825,BIM Modeling/Building Models,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.826,Art Work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,598.19,"1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,522.67","1,129.73",0.00,0.00,0.00,0.00,0.04
 ,08.899,Other Special Items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,09,"Construction Contingency, Potential Unknown Factors","705,000.00",0.00,"705,000.00",0.00,"705,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,378.17","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","31,690.23",0.00,0.00,(0.02)
 ,09.999,Project Contingency,"705,000.00",0.00,"705,000.00",0.00,"705,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,378.17","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","46,780.83","31,690.23",0.00,0.00,(0.02)
 ,"Total 
Schedule Percent Complete", ,"15,000,000.00","590,995.25","15,000,000.00","175,264.25","15,000,000.00","440.50
2.59","2,688.00
4.87","14,647.00
7.26","11,570.75
9.76","11,430.00
12.27","11,369.50
14.66","12,375.00
17.28","9,559.50
19.67","588.00
22.16","28,193.00
24.78","27,277.00
27.06","21,476.50
29.68","23,507.50
32.18","142.00
33.32","138,678.61
36.96","112,159.62
39.47","131,564.84
41.82","159,706.39
44.21","197,777.66
46.78","245,802.22
49.15","302,323.21
51.66","364,365.47
53.43","449,995.37
55.79","510,659.71
58.41","557,144.28
60.80","614,155.01
63.08","707,032.62
65.70","732,179.83
68.20","749,071.20
70.59","759,284.52
73.10","763,567.39
75.60","762,266.08
78.11","757,269.98
80.61","752,422.20
83.00","749,969.65
85.51","749,297.12
87.47","749,214.44
87.47","749,221.47
88.34","747,810.25
93.48","743,759.75
95.75","512,154.19
98.37","25,856.44
100","25,856.44
100","4,169.79
100"
